order_id,timestamp,month,hour,product_name,category,unit_price,unit_cost,quantity,revenue,gross_profit,delivery_mins,refunded,rating
BLK101211,2024-12-10 21:03:00,Dec,21,Sprite 750ml,Beverages,42,26,1,42,16,7.9,False,4
BLK101212,2024-12-14 14:31:00,Dec,14,Dove Soap 100g,Personal Care,55,34,2,110,42,7.9,False,5
BLK101213,2024-01-25 11:26:00,Jan,11,Kurkure Masala Munch,Snacks,20,11,1,20,9,11.3,True,4
BLK101214,2024-02-11 20:51:00,Feb,20,Amul Milk 500ml,Dairy & Eggs,28,20,5,140,40,8.8,False,5
BLK101215,2024-02-08 21:12:00,Feb,21,Coca-Cola 750ml,Beverages,45,28,1,45,17,12.0,False,5
BLK101216,2024-01-15 14:51:00,Jan,14,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,8.0,False,4
BLK101217,2024-05-08 10:30:00,May,10,Aashirvaad Atta 5kg,Grocery,248,185,5,1240,315,10.0,False,5
BLK101218,2024-09-23 19:04:00,Sep,19,Amul Butter 500g,Dairy & Eggs,262,190,2,524,144,7.6,False,5
BLK101219,2024-10-23 08:03:00,Oct,8,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,13.9,False,5
BLK101220,2024-03-06 06:51:00,Mar,6,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,6.9,False,4
BLK101221,2024-02-22 17:35:00,Feb,17,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,10.1,False,3
BLK101222,2024-07-29 10:38:00,Jul,10,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,10.7,False,5
BLK101223,2024-11-13 16:21:00,Nov,16,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,10.3,False,4
BLK101224,2024-02-22 01:45:00,Feb,1,Britannia Bread,Grocery,42,28,2,84,28,9.0,False,5
BLK101225,2024-03-05 17:16:00,Mar,17,Dove Soap 100g,Personal Care,55,34,1,55,21,9.1,False,4
BLK101226,2024-05-04 08:02:00,May,8,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,9.5,False,5
BLK101227,2024-11-29 19:19:00,Nov,19,Red Bull 250ml,Beverages,125,82,4,500,172,9.1,False,4
BLK101228,2024-06-07 16:18:00,Jun,16,Dove Soap 100g,Personal Care,55,34,5,275,105,11.4,False,5
BLK101229,2024-03-15 06:32:00,Mar,6,Kurkure Masala Munch,Snacks,20,11,3,60,27,14.0,False,4
BLK101230,2024-04-12 17:12:00,Apr,17,Britannia Bread,Grocery,42,28,1,42,14,8.2,False,5
BLK101231,2024-08-27 16:21:00,Aug,16,Red Bull 250ml,Beverages,125,82,2,250,86,6.5,False,4
BLK101232,2024-06-17 08:29:00,Jun,8,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,9.2,False,5
BLK101233,2024-12-20 10:39:00,Dec,10,Tata Salt 1kg,Grocery,22,14,1,22,8,14.8,False,5
BLK101234,2024-06-18 19:24:00,Jun,19,Tata Salt 1kg,Grocery,22,14,1,22,8,7.7,False,1
BLK101235,2024-01-06 07:01:00,Jan,7,Kurkure Masala Munch,Snacks,20,11,1,20,9,12.8,False,4
BLK101236,2024-10-26 21:23:00,Oct,21,Amul Milk 1L,Dairy & Eggs,54,38,5,270,80,12.9,False,4
BLK101237,2024-04-22 20:46:00,Apr,20,Coca-Cola 750ml,Beverages,45,28,1,45,17,8.2,False,4
BLK101238,2024-01-12 08:16:00,Jan,8,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,10.6,False,4
BLK101239,2024-02-26 12:13:00,Feb,12,Lay's Classic Salted,Snacks,20,11,1,20,9,12.8,False,4
BLK101240,2024-03-28 21:51:00,Mar,21,Amul Butter 500g,Dairy & Eggs,262,190,4,1048,288,8.6,False,3
BLK101241,2024-03-14 20:08:00,Mar,20,Tata Salt 1kg,Grocery,22,14,1,22,8,9.0,False,4
BLK101242,2024-11-02 13:40:00,Nov,13,Aashirvaad Atta 5kg,Grocery,248,185,4,992,252,8.2,False,5
BLK101243,2024-10-01 11:09:00,Oct,11,Sprite 750ml,Beverages,42,26,1,42,16,7.3,False,4
BLK101244,2024-03-05 20:37:00,Mar,20,Banana Dozen,Fruits & Veggies,48,30,1,48,18,8.0,False,5
BLK101245,2024-12-05 16:10:00,Dec,16,Onions 1kg,Fruits & Veggies,34,22,1,34,12,6.8,False,5
BLK101246,2024-07-10 14:29:00,Jul,14,Coca-Cola 750ml,Beverages,45,28,1,45,17,9.5,False,5
BLK101247,2024-09-10 14:37:00,Sep,14,Colgate Toothpaste,Personal Care,74,46,2,148,56,7.8,False,5
BLK101248,2024-04-16 09:12:00,Apr,9,Tomatoes 500g,Fruits & Veggies,25,16,3,75,27,9.9,False,4
BLK101249,2024-07-12 15:59:00,Jul,15,Dove Soap 100g,Personal Care,55,34,1,55,21,6.1,False,5
BLK101250,2024-05-31 13:22:00,May,13,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,10.1,False,5
BLK101251,2024-08-06 13:27:00,Aug,13,Pampers Diapers S,Baby & Kids,699,510,1,699,189,11.2,False,4
BLK101252,2024-01-13 09:14:00,Jan,9,Fortune Sunflower Oil,Grocery,165,120,2,330,90,5.2,False,3
BLK101253,2024-09-13 14:41:00,Sep,14,Britannia Bread,Grocery,42,28,3,126,42,10.2,False,3
BLK101254,2024-02-06 12:34:00,Feb,12,Tata Salt 1kg,Grocery,22,14,1,22,8,12.0,False,4
BLK101255,2024-12-15 20:12:00,Dec,20,Amul Butter 500g,Dairy & Eggs,262,190,5,1310,360,6.9,False,5
BLK101256,2024-10-05 21:00:00,Oct,21,Lay's Classic Salted,Snacks,20,11,1,20,9,12.9,False,5
BLK101257,2024-07-26 19:48:00,Jul,19,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,10.3,False,5
BLK101258,2024-03-17 20:14:00,Mar,20,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,7.9,False,4
BLK101259,2024-10-27 19:48:00,Oct,19,Tomatoes 500g,Fruits & Veggies,25,16,2,50,18,9.3,False,5
BLK101260,2024-06-09 20:27:00,Jun,20,Pampers Diapers S,Baby & Kids,699,510,1,699,189,10.6,False,5
BLK101261,2024-07-10 08:55:00,Jul,8,Parle-G Biscuits,Snacks,10,6,1,10,4,9.6,False,5
BLK101262,2024-12-03 19:21:00,Dec,19,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,10.5,False,4
BLK101263,2024-12-19 15:20:00,Dec,15,Red Bull 250ml,Beverages,125,82,1,125,43,7.5,False,5
BLK101264,2024-03-19 22:21:00,Mar,22,Red Bull 250ml,Beverages,125,82,2,250,86,9.8,False,5
BLK101265,2024-07-19 22:13:00,Jul,22,Colgate Toothpaste,Personal Care,74,46,1,74,28,6.4,False,5
BLK101266,2024-06-17 15:28:00,Jun,15,Lay's Classic Salted,Snacks,20,11,1,20,9,9.2,False,5
BLK101267,2024-01-17 19:38:00,Jan,19,Banana Dozen,Fruits & Veggies,48,30,1,48,18,7.5,False,5
BLK101268,2024-07-16 11:14:00,Jul,11,Lay's Classic Salted,Snacks,20,11,2,40,18,7.9,False,3
BLK101269,2024-09-22 01:20:00,Sep,1,Pampers Diapers S,Baby & Kids,699,510,1,699,189,12.0,False,3
BLK101270,2024-08-02 14:04:00,Aug,14,Colgate Toothpaste,Personal Care,74,46,5,370,140,11.7,False,3
BLK101271,2024-04-15 11:52:00,Apr,11,Banana Dozen,Fruits & Veggies,48,30,1,48,18,10.7,False,4
BLK101272,2024-04-13 14:43:00,Apr,14,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,7.1,True,4
BLK101273,2024-02-02 19:38:00,Feb,19,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,8.7,False,5
BLK101274,2024-08-23 13:02:00,Aug,13,Britannia Bread,Grocery,42,28,1,42,14,11.9,False,5
BLK101275,2024-12-24 20:50:00,Dec,20,Lay's Classic Salted,Snacks,20,11,1,20,9,9.7,False,5
BLK101276,2024-07-31 10:57:00,Jul,10,Amul Butter 500g,Dairy & Eggs,262,190,2,524,144,14.3,False,5
BLK101277,2024-04-03 18:06:00,Apr,18,Colgate Toothpaste,Personal Care,74,46,2,148,56,10.2,False,5
BLK101278,2024-03-21 11:40:00,Mar,11,Kurkure Masala Munch,Snacks,20,11,1,20,9,9.8,False,5
BLK101279,2024-04-21 21:26:00,Apr,21,Kurkure Masala Munch,Snacks,20,11,1,20,9,8.8,False,5
BLK101280,2024-09-15 19:20:00,Sep,19,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.7,False,5
BLK101281,2024-08-24 04:40:00,Aug,4,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,9.1,False,5
BLK101282,2024-07-22 05:16:00,Jul,5,Maggi 2-Min Noodles,Snacks,14,8,2,28,12,10.9,False,5
BLK101283,2024-08-25 14:04:00,Aug,14,Britannia Bread,Grocery,42,28,2,84,28,11.4,False,5
BLK101284,2024-03-12 13:17:00,Mar,13,Coca-Cola 750ml,Beverages,45,28,1,45,17,7.7,True,3
BLK101285,2024-05-30 08:47:00,May,8,Colgate Toothpaste,Personal Care,74,46,1,74,28,6.6,False,1
BLK101286,2024-05-19 08:22:00,May,8,Coca-Cola 750ml,Beverages,45,28,1,45,17,5.5,False,5
BLK101287,2024-04-20 13:03:00,Apr,13,Onions 1kg,Fruits & Veggies,34,22,2,68,24,10.5,False,5
BLK101288,2024-07-18 18:28:00,Jul,18,Amul Milk 1L,Dairy & Eggs,54,38,2,108,32,7.1,False,4
BLK101289,2024-04-13 21:23:00,Apr,21,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,4.9,True,2
BLK101290,2024-01-08 12:12:00,Jan,12,Britannia Bread,Grocery,42,28,1,42,14,10.2,False,5
BLK101291,2024-12-06 08:10:00,Dec,8,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,14.6,False,4
BLK101292,2024-10-14 17:39:00,Oct,17,Tata Salt 1kg,Grocery,22,14,4,88,32,9.4,False,4
BLK101293,2024-04-28 09:22:00,Apr,9,Sprite 750ml,Beverages,42,26,1,42,16,11.2,False,4
BLK101294,2024-07-18 09:14:00,Jul,9,Britannia Bread,Grocery,42,28,2,84,28,9.6,False,5
BLK101295,2024-01-23 07:13:00,Jan,7,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.2,False,5
BLK101296,2024-02-22 18:50:00,Feb,18,Red Bull 250ml,Beverages,125,82,1,125,43,11.3,False,5
BLK101297,2024-11-19 18:43:00,Nov,18,Parle-G Biscuits,Snacks,10,6,1,10,4,8.8,False,5
BLK101298,2024-06-11 22:42:00,Jun,22,Banana Dozen,Fruits & Veggies,48,30,1,48,18,10.0,True,5
BLK101299,2024-08-17 12:40:00,Aug,12,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,10.1,False,1
BLK101300,2024-01-11 16:57:00,Jan,16,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,8.0,False,5
BLK101301,2024-11-13 07:08:00,Nov,7,Dove Soap 100g,Personal Care,55,34,1,55,21,11.5,False,4
BLK101302,2024-11-24 05:59:00,Nov,5,Amul Butter 500g,Dairy & Eggs,262,190,5,1310,360,9.0,False,5
BLK101303,2024-03-09 11:41:00,Mar,11,Amul Milk 1L,Dairy & Eggs,54,38,2,108,32,7.8,False,5
BLK101304,2024-05-27 19:14:00,May,19,Sprite 750ml,Beverages,42,26,1,42,16,10.5,False,3
BLK101305,2024-12-06 23:51:00,Dec,23,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,7.5,False,4
BLK101306,2024-08-14 17:04:00,Aug,17,Banana Dozen,Fruits & Veggies,48,30,1,48,18,9.5,False,5
BLK101307,2024-03-13 21:08:00,Mar,21,Britannia Bread,Grocery,42,28,1,42,14,9.4,False,5
BLK101308,2024-04-14 10:05:00,Apr,10,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,11.7,False,5
BLK101309,2024-05-05 13:38:00,May,13,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,10.4,False,5
BLK101310,2024-04-13 11:50:00,Apr,11,Banana Dozen,Fruits & Veggies,48,30,1,48,18,9.3,False,4
BLK101311,2024-03-26 13:27:00,Mar,13,Onions 1kg,Fruits & Veggies,34,22,2,68,24,11.1,False,4
BLK101312,2024-09-03 04:24:00,Sep,4,Pampers Diapers S,Baby & Kids,699,510,3,2097,567,12.3,False,5
BLK101313,2024-10-31 15:35:00,Oct,15,Coca-Cola 750ml,Beverages,45,28,1,45,17,10.6,False,5
BLK101314,2024-07-11 15:30:00,Jul,15,Britannia Bread,Grocery,42,28,1,42,14,9.4,False,4
BLK101315,2024-04-07 00:55:00,Apr,0,Onions 1kg,Fruits & Veggies,34,22,2,68,24,6.6,False,4
BLK101316,2024-07-31 21:47:00,Jul,21,Dove Soap 100g,Personal Care,55,34,1,55,21,7.2,False,5
BLK101317,2024-02-06 13:02:00,Feb,13,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,8.8,False,4
BLK101318,2024-08-11 22:49:00,Aug,22,Dove Soap 100g,Personal Care,55,34,2,110,42,8.1,False,5
BLK101319,2024-12-22 06:24:00,Dec,6,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,9.0,False,2
BLK101320,2024-07-04 17:43:00,Jul,17,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,9.5,False,4
BLK101321,2024-08-21 21:09:00,Aug,21,Fortune Sunflower Oil,Grocery,165,120,1,165,45,10.5,False,5
BLK101322,2024-03-23 01:49:00,Mar,1,Britannia Bread,Grocery,42,28,2,84,28,9.3,False,4
BLK101323,2024-10-27 22:05:00,Oct,22,Onions 1kg,Fruits & Veggies,34,22,4,136,48,10.4,False,4
BLK101324,2024-08-06 10:19:00,Aug,10,Onions 1kg,Fruits & Veggies,34,22,5,170,60,9.5,False,4
BLK101325,2024-06-06 18:48:00,Jun,18,Britannia Bread,Grocery,42,28,1,42,14,5.3,False,5
BLK101326,2024-03-14 11:13:00,Mar,11,Colgate Toothpaste,Personal Care,74,46,2,148,56,7.4,True,4
BLK101327,2024-09-08 00:04:00,Sep,0,Pampers Diapers S,Baby & Kids,699,510,2,1398,378,9.1,False,5
BLK101328,2024-03-28 08:11:00,Mar,8,Parle-G Biscuits,Snacks,10,6,1,10,4,6.9,False,5
BLK101329,2024-08-18 15:13:00,Aug,15,Coca-Cola 750ml,Beverages,45,28,1,45,17,10.7,False,5
BLK101330,2024-04-08 10:57:00,Apr,10,Pampers Diapers S,Baby & Kids,699,510,1,699,189,12.6,False,3
BLK101331,2024-11-21 08:18:00,Nov,8,Britannia Bread,Grocery,42,28,1,42,14,12.0,False,4
BLK101332,2024-10-26 10:31:00,Oct,10,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,9.0,False,5
BLK101333,2024-12-06 16:02:00,Dec,16,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,12.5,False,4
BLK101334,2024-09-23 23:48:00,Sep,23,Fortune Sunflower Oil,Grocery,165,120,4,660,180,9.7,False,4
BLK101335,2024-08-07 12:43:00,Aug,12,Sprite 750ml,Beverages,42,26,5,210,80,8.7,False,5
BLK101336,2024-12-06 12:39:00,Dec,12,Amul Milk 1L,Dairy & Eggs,54,38,5,270,80,8.1,False,5
BLK101337,2024-01-02 13:44:00,Jan,13,Colgate Toothpaste,Personal Care,74,46,2,148,56,8.8,False,4
BLK101338,2024-11-04 08:33:00,Nov,8,Fortune Sunflower Oil,Grocery,165,120,5,825,225,8.6,False,4
BLK101339,2024-08-19 16:42:00,Aug,16,Banana Dozen,Fruits & Veggies,48,30,2,96,36,9.8,False,1
BLK101340,2024-11-22 22:52:00,Nov,22,Sprite 750ml,Beverages,42,26,1,42,16,9.7,False,2
BLK101341,2024-06-15 17:14:00,Jun,17,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,9.4,False,5
BLK101342,2024-06-27 13:59:00,Jun,13,Banana Dozen,Fruits & Veggies,48,30,5,240,90,10.3,False,5
BLK101343,2024-07-16 11:12:00,Jul,11,Parle-G Biscuits,Snacks,10,6,3,30,12,11.9,False,5
BLK101344,2024-09-15 05:31:00,Sep,5,Britannia Bread,Grocery,42,28,1,42,14,11.4,False,5
BLK101345,2024-08-27 08:28:00,Aug,8,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,6.3,False,4
BLK101346,2024-03-28 19:42:00,Mar,19,Britannia Bread,Grocery,42,28,1,42,14,4.0,False,2
BLK101347,2024-06-16 21:49:00,Jun,21,Fortune Sunflower Oil,Grocery,165,120,1,165,45,11.4,False,5
BLK101348,2024-12-09 08:08:00,Dec,8,Kurkure Masala Munch,Snacks,20,11,2,40,18,6.5,False,5
BLK101349,2024-06-19 20:59:00,Jun,20,Red Bull 250ml,Beverages,125,82,3,375,129,8.9,False,5
BLK101350,2024-07-12 21:47:00,Jul,21,Colgate Toothpaste,Personal Care,74,46,2,148,56,6.9,False,5
BLK101351,2024-08-11 19:14:00,Aug,19,Fortune Sunflower Oil,Grocery,165,120,1,165,45,5.6,False,3
BLK101352,2024-10-30 21:47:00,Oct,21,Maggi 2-Min Noodles,Snacks,14,8,2,28,12,10.5,False,4
BLK101353,2024-07-13 16:00:00,Jul,16,Lay's Classic Salted,Snacks,20,11,1,20,9,11.0,False,5
BLK101354,2024-08-04 11:23:00,Aug,11,Parle-G Biscuits,Snacks,10,6,2,20,8,8.2,False,4
BLK101355,2024-07-21 00:54:00,Jul,0,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,4.0,False,4
BLK101356,2024-04-22 14:29:00,Apr,14,Parle-G Biscuits,Snacks,10,6,2,20,8,8.3,False,5
BLK101357,2024-12-25 05:20:00,Dec,5,Lay's Classic Salted,Snacks,20,11,2,40,18,10.2,False,4
BLK101358,2024-12-27 16:40:00,Dec,16,Tata Salt 1kg,Grocery,22,14,1,22,8,6.3,False,4
BLK101359,2024-06-19 08:45:00,Jun,8,Tata Salt 1kg,Grocery,22,14,3,66,24,9.8,False,4
BLK101360,2024-01-27 21:49:00,Jan,21,Coca-Cola 750ml,Beverages,45,28,3,135,51,9.4,False,4
BLK101361,2024-12-03 21:10:00,Dec,21,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,10.6,False,5
BLK101362,2024-06-27 19:25:00,Jun,19,Britannia Bread,Grocery,42,28,2,84,28,9.7,False,5
BLK101363,2024-04-09 18:35:00,Apr,18,Colgate Toothpaste,Personal Care,74,46,1,74,28,7.4,False,5
BLK101364,2024-01-28 20:45:00,Jan,20,Lay's Classic Salted,Snacks,20,11,1,20,9,11.9,False,4
BLK101365,2024-12-22 14:57:00,Dec,14,Parle-G Biscuits,Snacks,10,6,1,10,4,9.1,False,4
BLK101366,2024-11-29 00:46:00,Nov,0,Red Bull 250ml,Beverages,125,82,1,125,43,9.3,False,5
BLK101367,2024-07-11 22:27:00,Jul,22,Coca-Cola 750ml,Beverages,45,28,4,180,68,7.4,False,5
BLK101368,2024-04-01 21:07:00,Apr,21,Onions 1kg,Fruits & Veggies,34,22,2,68,24,8.5,False,5
BLK101369,2024-11-17 18:15:00,Nov,18,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,7.5,False,4
BLK101370,2024-11-01 22:41:00,Nov,22,Colgate Toothpaste,Personal Care,74,46,3,222,84,9.0,False,5
BLK101371,2024-02-15 19:55:00,Feb,19,Colgate Toothpaste,Personal Care,74,46,1,74,28,13.0,False,4
BLK101372,2024-03-02 08:07:00,Mar,8,Banana Dozen,Fruits & Veggies,48,30,2,96,36,6.5,False,4
BLK101373,2024-10-27 16:36:00,Oct,16,Banana Dozen,Fruits & Veggies,48,30,1,48,18,6.0,False,5
BLK101374,2024-04-02 12:41:00,Apr,12,Pampers Diapers S,Baby & Kids,699,510,1,699,189,12.5,False,4
BLK101375,2024-10-02 09:52:00,Oct,9,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,9.0,False,5
BLK101376,2024-09-28 14:33:00,Sep,14,Red Bull 250ml,Beverages,125,82,2,250,86,8.0,False,5
BLK101377,2024-04-16 22:57:00,Apr,22,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,11.6,False,4
BLK101378,2024-10-11 13:20:00,Oct,13,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,8.1,False,5
BLK101379,2024-02-14 15:54:00,Feb,15,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,13.2,False,4
BLK101380,2024-10-05 08:42:00,Oct,8,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,10.8,False,5
BLK101381,2024-05-30 17:28:00,May,17,Parle-G Biscuits,Snacks,10,6,2,20,8,8.4,False,5
BLK101382,2024-06-29 16:32:00,Jun,16,Tata Salt 1kg,Grocery,22,14,2,44,16,13.9,False,2
BLK101383,2024-01-19 09:19:00,Jan,9,Tata Salt 1kg,Grocery,22,14,5,110,40,8.1,False,4
BLK101384,2024-07-02 11:46:00,Jul,11,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,11.0,False,4
BLK101385,2024-11-28 21:25:00,Nov,21,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,10.0,False,4
BLK101386,2024-12-21 08:13:00,Dec,8,Britannia Bread,Grocery,42,28,2,84,28,12.1,False,5
BLK101387,2024-11-26 09:23:00,Nov,9,Red Bull 250ml,Beverages,125,82,2,250,86,12.7,False,5
BLK101388,2024-08-02 19:20:00,Aug,19,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.5,False,4
BLK101389,2024-05-18 08:07:00,May,8,Kurkure Masala Munch,Snacks,20,11,1,20,9,7.8,False,3
BLK101390,2024-06-19 19:09:00,Jun,19,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,10.4,False,5
BLK101391,2024-04-23 12:06:00,Apr,12,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,8.0,False,4
BLK101392,2024-09-07 07:22:00,Sep,7,Red Bull 250ml,Beverages,125,82,3,375,129,13.6,False,5
BLK101393,2024-01-25 08:48:00,Jan,8,Colgate Toothpaste,Personal Care,74,46,1,74,28,9.7,False,5
BLK101394,2024-09-29 15:56:00,Sep,15,Colgate Toothpaste,Personal Care,74,46,1,74,28,8.6,False,1
BLK101395,2024-09-19 18:42:00,Sep,18,Parle-G Biscuits,Snacks,10,6,1,10,4,9.8,False,4
BLK101396,2024-11-23 22:45:00,Nov,22,Aashirvaad Atta 5kg,Grocery,248,185,2,496,126,6.6,False,5
BLK101397,2024-08-12 23:51:00,Aug,23,Tomatoes 500g,Fruits & Veggies,25,16,2,50,18,7.4,False,4
BLK101398,2024-04-27 11:54:00,Apr,11,Britannia Bread,Grocery,42,28,4,168,56,11.9,False,4
BLK101399,2024-02-16 17:04:00,Feb,17,Aashirvaad Atta 5kg,Grocery,248,185,4,992,252,8.0,False,3
BLK101400,2024-05-26 15:31:00,May,15,Amul Milk 500ml,Dairy & Eggs,28,20,5,140,40,7.2,False,5
BLK101401,2024-03-10 14:32:00,Mar,14,Kurkure Masala Munch,Snacks,20,11,2,40,18,10.5,False,5
BLK101402,2024-01-04 18:44:00,Jan,18,Kurkure Masala Munch,Snacks,20,11,2,40,18,11.9,False,5
BLK101403,2024-09-27 18:02:00,Sep,18,Amul Butter 500g,Dairy & Eggs,262,190,1,262,72,10.9,False,5
BLK101404,2024-09-25 21:11:00,Sep,21,Britannia Bread,Grocery,42,28,1,42,14,11.5,False,4
BLK101405,2024-01-27 13:24:00,Jan,13,Coca-Cola 750ml,Beverages,45,28,1,45,17,7.8,False,5
BLK101406,2024-05-07 19:54:00,May,19,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,6.4,False,4
BLK101407,2024-01-02 18:36:00,Jan,18,Colgate Toothpaste,Personal Care,74,46,1,74,28,12.6,False,5
BLK101408,2024-11-25 14:57:00,Nov,14,Amul Milk 1L,Dairy & Eggs,54,38,4,216,64,8.7,False,5
BLK101409,2024-01-30 12:39:00,Jan,12,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,8.9,False,1
BLK101410,2024-04-05 13:00:00,Apr,13,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,12.2,False,5
BLK101411,2024-03-19 13:58:00,Mar,13,Banana Dozen,Fruits & Veggies,48,30,1,48,18,10.6,False,4
BLK101412,2024-08-28 12:19:00,Aug,12,Dove Soap 100g,Personal Care,55,34,1,55,21,10.4,False,5
BLK101413,2024-02-25 23:42:00,Feb,23,Tomatoes 500g,Fruits & Veggies,25,16,1,25,9,13.9,False,4
BLK101414,2024-07-02 20:45:00,Jul,20,Tata Salt 1kg,Grocery,22,14,1,22,8,8.0,False,4
BLK101415,2024-08-03 18:57:00,Aug,18,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,11.3,False,5
BLK101416,2024-12-06 23:07:00,Dec,23,Pampers Diapers S,Baby & Kids,699,510,1,699,189,9.5,False,5
BLK101417,2024-03-06 12:48:00,Mar,12,Colgate Toothpaste,Personal Care,74,46,2,148,56,10.0,False,5
BLK101418,2024-07-18 08:06:00,Jul,8,Amul Milk 500ml,Dairy & Eggs,28,20,1,28,8,12.6,False,1
BLK101419,2024-12-16 10:43:00,Dec,10,Sprite 750ml,Beverages,42,26,1,42,16,10.5,False,1
BLK101420,2024-09-02 11:31:00,Sep,11,Britannia Bread,Grocery,42,28,3,126,42,10.5,False,4
BLK101421,2024-09-18 09:17:00,Sep,9,Maggi 2-Min Noodles,Snacks,14,8,3,42,18,11.7,False,4
BLK101422,2024-08-07 09:45:00,Aug,9,Maggi 2-Min Noodles,Snacks,14,8,2,28,12,8.6,False,4
BLK101423,2024-10-29 17:09:00,Oct,17,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,7.6,False,4
BLK101424,2024-04-08 21:27:00,Apr,21,Amul Milk 500ml,Dairy & Eggs,28,20,2,56,16,7.2,False,3
BLK101425,2024-07-27 14:44:00,Jul,14,Aashirvaad Atta 5kg,Grocery,248,185,1,248,63,5.3,False,3
BLK101426,2024-08-06 17:19:00,Aug,17,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,13.7,False,4
BLK101427,2024-08-02 10:57:00,Aug,10,Amul Milk 1L,Dairy & Eggs,54,38,1,54,16,7.1,True,5
BLK101428,2024-06-13 09:30:00,Jun,9,Fortune Sunflower Oil,Grocery,165,120,4,660,180,8.9,False,4
BLK101429,2024-09-08 12:19:00,Sep,12,Maggi 2-Min Noodles,Snacks,14,8,1,14,6,8.8,True,5
BLK101430,2024-03-07 12:47:00,Mar,12,Dove Soap 100g,Personal Care,55,34,2,110,42,10.0,False,5
BLK101431,2024-05-01 17:13:00,May,17,Red Bull 250ml,Beverages,125,82,1,125,43,11.1,False,4
BLK101432,2024-11-04 08:37:00,Nov,8,Tata Salt 1kg,Grocery,22,14,1,22,8,11.2,False,3
BLK101433,2024-10-06 16:19:00,Oct,16,Banana Dozen,Fruits & Veggies,48,30,5,240,90,8.2,False,5
BLK101434,2024-01-23 08:26:00,Jan,8,Kurkure Masala Munch,Snacks,20,11,2,40,18,9.0,False,5
BLK101435,2024-10-13 22:57:00,Oct,22,Dove Soap 100g,Personal Care,55,34,1,55,21,10.0,False,5
BLK101436,2024-02-04 14:33:00,Feb,14,Onions 1kg,Fruits & Veggies,34,22,3,102,36,8.9,False,4
BLK101437,2024-03-07 11:36:00,Mar,11,Amul Milk 1L,Dairy & Eggs,54,38,3,162,48,12.8,False,5
BLK101438,2024-07-22 14:34:00,Jul,14,Onions 1kg,Fruits & Veggies,34,22,5,170,60,10.4,False,5
BLK101439,2024-07-15 15:24:00,Jul,15,Colgate Toothpaste,Personal Care,74,46,2,148,56,10.9,False,1
BLK101440,2024-10-19 09:44:00,Oct,9,Amul Milk 500ml,Dairy & Eggs,28,20,4,112,32,10.8,False,5
